timestamp,open,high,low,close
2025-06-08 04:00:00,105665.0,105716.0,105447.0,105512.0
2025-06-08 08:00:00,105513.0,105628.0,105474.0,105474.0
2025-06-08 12:00:00,105471.0,105662.0,105112.0,105662.0
2025-06-08 16:00:00,105679.0,106023.0,105615.0,106003.0
2025-06-08 20:00:00,106003.0,106365.0,106003.0,106305.0
2025-06-09 00:00:00,106308.0,106352.0,105675.0,105692.0
2025-06-09 04:00:00,105724.0,105816.0,105426.0,105622.0
2025-06-09 08:00:00,105651.0,105706.0,105432.0,105603.0
2025-06-09 12:00:00,105624.0,107658.0,105617.0,107646.0
2025-06-09 16:00:00,107702.0,107950.0,107115.0,107856.0
2025-06-09 20:00:00,107773.0,108677.0,107773.0,108552.0
2025-06-10 00:00:00,108540.0,110277.0,108540.0,110262.0
2025-06-10 04:00:00,110266.0,110282.0,109460.0,109566.0
2025-06-10 08:00:00,109577.0,109641.0,109215.0,109250.0
2025-06-10 12:00:00,109301.0,109793.0,109121.0,109649.0
2025-06-10 16:00:00,109607.0,109802.0,108633.0,108908.0
2025-06-10 20:00:00,109000.0,110164.0,108663.0,109562.0
2025-06-11 00:00:00,109548.0,110213.0,109378.0,110213.0
2025-06-11 04:00:00,110237.0,110237.0,109608.0,109714.0
2025-06-11 08:00:00,109671.0,109709.0,109434.0,109510.0
2025-06-11 12:00:00,109470.0,109602.0,109226.0,109226.0
2025-06-11 16:00:00,109246.0,110269.0,109117.0,109842.0
2025-06-11 20:00:00,109778.0,109778.0,108574.0,108697.0
2025-06-12 00:00:00,108732.0,109134.0,108244.0,108680.0
2025-06-12 04:00:00,108687.0,108748.0,107851.0,107937.0
2025-06-12 08:00:00,107913.0,107943.0,107567.0,107590.0
2025-06-12 12:00:00,107626.0,107838.0,107052.0,107070.0
2025-06-12 16:00:00,107016.0,107746.0,106821.0,107102.0
2025-06-12 20:00:00,107049.0,108369.0,106987.0,106987.0
2025-06-13 00:00:00,106847.0,106892.0,105880.0,105979.0
2025-06-13 04:00:00,105898.0,105898.0,103081.0,104304.0
2025-06-13 08:00:00,104335.0,104847.0,103939.0,104847.0
2025-06-13 12:00:00,104917.0,105362.0,104651.0,104963.0
2025-06-13 16:00:00,105017.0,105690.0,104309.0,105660.0
2025-06-13 20:00:00,105519.0,105918.0,104822.0,105170.0
2025-06-14 00:00:00,105142.0,106060.0,105142.0,106046.0
2025-06-14 04:00:00,106069.0,106069.0,105302.0,105302.0
2025-06-14 08:00:00,105293.0,105405.0,104952.0,105104.0
2025-06-14 12:00:00,105107.0,105123.0,104922.0,105074.0
2025-06-14 16:00:00,105137.0,105137.0,104785.0,104851.0
2025-06-14 20:00:00,104841.0,105015.0,104461.0,104843.0
2025-06-15 00:00:00,104762.0,105513.0,104412.0,105483.0
2025-06-15 04:00:00,105459.0,105647.0,105421.0,105541.0
2025-06-15 08:00:00,105530.0,106032.0,105330.0,105458.0
2025-06-15 12:00:00,105467.0,105467.0,104929.0,105032.0
2025-06-15 16:00:00,105007.0,105747.0,105000.0,105654.0
2025-06-15 20:00:00,105582.0,105755.0,105223.0,105268.0
2025-06-16 00:00:00,105285.0,105591.0,104627.0,105554.0
2025-06-16 04:00:00,105564.0,105954.0,105110.0,105892.0
2025-06-16 08:00:00,105909.0,107113.0,105903.0,107077.0
2025-06-16 12:00:00,107059.0,107194.0,106641.0,106906.0
2025-06-16 16:00:00,106864.0,107715.0,106615.0,107663.0
2025-06-16 20:00:00,107527.0,108785.0,107456.0,108577.0
2025-06-17 00:00:00,108570.0,108780.0,106951.0,106951.0
2025-06-17 04:00:00,106842.0,107603.0,106421.0,107603.0
2025-06-17 08:00:00,107596.0,107644.0,106612.0,106752.0
2025-06-17 12:00:00,106773.0,106795.0,105539.0,105549.0
2025-06-17 16:00:00,105599.0,105768.0,104306.0,104354.0
2025-06-17 20:00:00,104298.0,105182.0,103630.0,105112.0
2025-06-18 00:00:00,104912.0,104912.0,104320.0,104683.0
2025-06-18 04:00:00,104583.0,105200.0,104441.0,105200.0
2025-06-18 08:00:00,105183.0,105532.0,104866.0,104948.0
2025-06-18 12:00:00,104952.0,105273.0,104311.0,104690.0
2025-06-18 16:00:00,104772.0,105218.0,103938.0,104873.0
2025-06-18 20:00:00,104830.0,104830.0,103832.0,104062.0
2025-06-19 00:00:00,103970.0,105125.0,103841.0,104723.0
2025-06-19 04:00:00,104820.0,105183.0,104598.0,104977.0
2025-06-19 08:00:00,105075.0,105134.0,104720.0,104743.0
2025-06-19 12:00:00,104670.0,105036.0,104670.0,104802.0
2025-06-19 16:00:00,104769.0,104870.0,104178.0,104197.0
2025-06-19 20:00:00,104143.0,104761.0,104004.0,104236.0
2025-06-20 00:00:00,104265.0,104787.0,104225.0,104691.0
2025-06-20 04:00:00,104683.0,104779.0,104451.0,104627.0
2025-06-20 08:00:00,104616.0,105582.0,104275.0,105582.0
2025-06-20 12:00:00,105731.0,106450.0,105731.0,106023.0
2025-06-20 16:00:00,106003.0,106087.0,104116.0,104245.0
2025-06-20 20:00:00,104261.0,104261.0,102624.0,103347.0
2025-06-21 00:00:00,103431.0,103703.0,103028.0,103290.0
2025-06-21 04:00:00,103292.0,103671.0,103204.0,103607.0
2025-06-21 08:00:00,103560.0,103581.0,103358.0,103471.0
2025-06-21 12:00:00,103503.0,103982.0,103492.0,103903.0
2025-06-21 16:00:00,103901.0,103939.0,103426.0,103525.0
2025-06-21 20:00:00,103590.0,103642.0,102380.0,102380.0
2025-06-22 00:00:00,102341.0,102858.0,101269.0,101533.0
